Source,Round,Number,Question,Answer
2022 SCOP MS 11,2,8,"This work’s narrator rides on the back of Geryon, hears Ugolino describe eating his children, and watches Francesca da Rimini be blown away from her lover by a whirlwind. After entering a gate under the words (*) “abandon all hope, ye who enter here,” this poem’s narrator begins following the dead poet Virgil. For ten points, name this poetic journey through the Catholic Hell, the first section of Dante’s Divine Comedy.",Inferno (prompt on “Divine Comedy” or “Divina Commedia” before it is read)
2022 SCOP MS 11,2,9,"In this city, fifteen “moonlight towers” built in the nineteenth century still operate at night. This seat of Travis County has suburbs called San Marcos and Round Rock, and hosts the (*) South by Southwest festival. This city’s namesake was defeated in an 1836 presidential election by Sam Houston. For ten points, name this city that trails San Antonio and Dallas in population, the capital of Texas.",Austin
2022 SCOP MS 11,2,10,"Xanthe-lasma is caused by deposits of this compound under the skin. It is not bile, but yellow gallstones are primarily crystals of this molecule, whose four-ring structure is the precursor of (*) steroid hormones. The best-selling drug of all time is a statin that lowers this molecule’s LDL or “bad” form. For ten points, name this lipid molecule that is concentrated in shellfish and egg yolks, and that forms plaques that harden arteries.",cholesterol (anti-prompt on “HDL” or “high density lipoprotein”; anti-prompt on “low density lipoprotein” or “LDL” before “LDL” is read)
2022 SCOP MS 11,2,11,"This man’s successful guerilla campaign in the Sierra Maestra began with only nineteen people. This man’s “History Will Absolve Me” speech became the manifesto of the Twenty-sixth of July Movement. Due to health issues, this man handed the presidency over to his brother, (*) Raul, in 2008. Fulgencio Batista’s government was overthrown by, for ten points, what revolutionary who established the Communist party in Cuba?",Fidel Castro (accept Fidel Alejandro Castro Ruz; prompt on “Castro” alone)
2022 SCOP MS 11,2,12,"This operation is typically applied to n in the binomial theorem, as well as to the time variable in the formula for compound interest. The base of this operation can be zero, unlike the base of its inverse operation, the (*) logarithm. This type of function will always, eventually, grow faster than a polynomial. The “two” in “y equals x squared” indicates, for ten points, what mathematical operation that is written above and to the right of a number?",exponentiation (accept exponents; accept descriptions of “raising a number to a power”)
2022 SCOP MS 11,2,13,"A McLeod gauge is attached to equipment operating under this condition, which minimizes heat conduction within a Dewar flask. This phenomenon exists between Magdeburg hemispheres, and is found above the mercury (*) column in a Torricelli barometer. Robert Boyle designed an air pump to prove that sound cannot travel through this medium. Aristotle said that “nature abhors,” for ten points, what condition in which a space is entirely devoid of matter?",vacuum
2022 SCOP MS 11,2,14,"An authors from this country uses the pen name “Banana,” and another wrote Confessions of a Mask and committed public seppuku [seh-poo-koo] after leading a failed coup. While looking for his cat in a novel from this country, Toru must also search for his missing wife (*) Kumiko [koo-mee-koh]. The Wind Up Bird Chronicle is from, for ten points, what home country of Yukio Mishima [yoo-kee-oh mee-shee-mah], where Haruki Murakami [hah-roo-kee moo-rah-kah-mee] once lived in Kyoto?",Japan (accept Nihon-koku or Nippon-koku)
2022 SCOP MS 11,2,15,"This artist created The Virgin of the Rocks using sfumato, a shading technique that created a mysterious atmosphere, which he also used in a portrait of Francesco del Gioconda’s wife. While studying the human body, this artist drew the (*) “Vitruvian Man” illustration, in which a nude man extends his limbs in a circle and a square. For ten points, name this Italian Renaissance artist who painted the Mona Lisa.",Leonardo da Vinci (accept either underlined portion)
2022 SCOP MS 11,2,16,"This thinker claimed that “history repeats itself, first as tragedy, then as farce” and described a “specter” that is “haunting Europe” when discussing a history of class struggle. This philosopher discussed the (*) proletariat and bourgeois [borj-wah] classes in a work co-written with Friedrich Engels. For ten points, name this German philosopher who wrote Das Kapital and co-wrote the Communist Manifesto.",Karl Marx (accept Karl Heinrich Marx)
2022 SCOP MS 11,2,17,"This deity was the mother of Zagreus and Melinoe, and raised Adonis, over whom she feuded with Aphrodite. Thsi goddess was also known by the name Kore [koh-ray], and was nearly kidnapped by (*) Pirithous. This goddess causes the changing of the seasons by spending part of each year with her mother, Demeter, and part with her abductor, Hades. For ten points, name this queen of the underworld in Greek myth.",Persephone (accept Kore before it is read; accept Proserpina before “Greek” is read)
2022 SCOP MS 11,2,18,"This astronomical body is orbited by the second most trojans in the solar system, and by the largest-known non-spherical satellite, Proteus. This planet’s surface has the solar system’s fastest winds, which create the (*) “Scooter” cloud formation as well as a now-dissipated storm nicknamed the “Great Dark Spot.” Fourteen moons, including Triton, orbit, for ten points, what vivid blue eighth planet from the Sun?",Neptune
2022 SCOP MS 11,2,19,"Two authors with this surname wrote The Tenant of Wildfell Hall and a novel in which Lockwood meets the ghost of Catherine while staying in a manor house. A member of this family wrote a novel in which (*) Rochester hires the title woman as a governess, and eventually marries her. For ten points, give the last name shared by the authors of Wuthering Heights and Jane Eyre, a group of sisters named Anne, Charlotte, and Emily.","Bronte¨ (accept Anne, Charlotte, and/or Emily Bronte¨; accept the Bronte¨s or the Bronte¨ sisters; accept Acton, Currer, and/or Ellis Bell)"
2022 SCOP MS 11,2,20,"This place was the destination of the Peoria Party, who carried flags promoting “[this region] or the grave.” This territory was the focus of a “Great Migration” in 1843. Expeditions that began in (*) Independence, Missouri, attempted to reach this territory’s Willamette Valley. For ten points, name this modern state, the endpoint of a namesake migratory Trail that carried European-Americans to the upper west coast.",Oregon (accept Oregon Territory or Oregon Country)
2022 SCOP MS 11,3,1,"On the Pauling scale, calcium’s electronegativity is this number. Racemization [RAY-suh-mah-ZAY-shun] requires this many steps. Silver’s most common oxidation state is this number, which is also the number of hydroxyl groups in phenol. A (*) methyl group contains this many carbon atoms, and halogens need this many additional electrons to reach a full valence octet. For ten points, give this group number of the alkali metals that is also hydrogen’s atomic number.",one (accept plus one or one plus)
2022 SCOP MS 11,3,2,"This historian wrote the book The Naval War of 1812 to advocate for building American naval power, which he later accomplished as a politician by funding the Great White Fleet. With the First Volunteer (*) Cavalry Regiment, this man became the “Hero of San Juan Hill” before being elected Vice President under McKinley. For ten points, name this member of the Rough Riders, who was the twenty-sixth U.S. president.",Theodore Roosevelt Jr. (accept Teddy Roosevelt; prompt on “Roosevelt” alone)
2022 SCOP MS 11,3,3,"This action can be performed by Zen Buddhists using a tsu-ku-bai. In Judaism, the limited “netilat yadayim” form of this action can be performed using a cup. This action is performed symbolically through the Christian practice of (*) baptism, and can be performed by Hindus in the Ganges River. For ten points, name this ritual action in which believers purify all or part of their bodies using water.",washing (accept equivalents like bathing; accept specific descriptions like cleaning one’s hands or washing one’s face; prompt on less specific descriptions like “purifying” or “purifying oneself” before “purify” is read)
2022 SCOP MS 11,3,4,"In this novel, Rose Maylie and Mr Brownlow collect information from Nancy shortly before she is murdered by Bill Sikes. This novel’s title orphan is recruited to a gang of pickpockets led by (*) Fagin by a boy nicknamed the Artful Dodger. For ten points, name this novel in which a young boy accidentally enters a life of crime when he is kicked out of a workhouse for asking for more gruel.","Oliver Twist; or, the Parish Boy’s Progress"
2022 SCOP MS 11,3,5,"On an episode of this show, titled “Judgment Night,” a passenger aboard the Queen of Glasgow discovers he’s actually a U-boat captain being punished for war crimes. On another episode of this show, William Shatner insists that there’s “some... (*) THING on the wing.” A 2019 remake of this show was narrated by Jordan Peele. Rod Serling created, for ten points, what 1960s anthology show known for its science fiction and supernatural twists?",The Twilight Zone
2022 SCOP MS 11,3,6,"This country’s Project 596 was part of its “Two Bombs, One Satellite” goal. This country broke with the Soviet Union over ideological differences in the application of Leninism. In 1972, this country hosted (*) Richard Nixon for a diplomatic visit organized by Zhou Enlai [zhoh en-lah-ee]. For ten points, name this communist power that, for much of the twentieth century, was led by Chairman Mao Zedong.",China (accept People’s Republic of China; accept Zhongguo Renmin Gongheguo)
2022 SCOP MS 11,3,7,"A “Wankel” [VON-kull] one of these devices uses a Reauleaux triangle rotor. This device’s “Carnot” [kar-NOH] type has perfect efficiency. A “four-stroke” type of these devices once relied on carburetors for proper air mixture. (*) Piston compression causes ignition in the “Diesel” type of these devices, which may convey rotational motion via crankshaft. For ten points, which device’s “internal combustion” type is found in most cars?","engines (accept motors; accept Wankel engine, Carnot engine, Diesel engine, or internal combustion engine)"
2022 SCOP MS 11,3,8,"A poem at the bottom of this expressionist painting describes two friends who walked on “above the blue-black / Fjord,” and who appear in this painting’s background near a railing. A red sky in this painting illuminates boats on the water in a harbor in (*) Oslo, behind a hairless human figure. For ten points, name this painting by Edvard Munch whose subject raises their hands to their face and opens their mouth wide.",The Scream (accept Der Schrei der Natur or The Scream of Nature; accept Skrik)
2022 SCOP MS 11,3,9,"In a story by this author translated by Jean de la Fontaine, one of the title characters is told to “dance” instead of eating, since she spent the summer singing. In another story by this author, a title character loses a (*) race against a slower, but more diligent, animal. For ten points, “The Ant and the Grasshopper” is attributed to what Greek slave, whose namesake fables include “The Tortoise and the Hare?”",Aesop
2022 SCOP MS 11,3,10,"A palace in this country contains the Court of the Myrtles, and was built during the Nasrid Dynasty. In this country, an eighteen-spired cathedral combining Gothic and Art Nouveau styles has been under construction since 1882, and was designed by (*) Antoni Gaud´ı. The Alhambra in Granada is within, for ten points, what European country, where the Sagrada Familia cathedral is being built in Barcelona?",Spain (accept Kingdom of Spain; accept Reino de Espana˜ )
2022 SCOP MS 11,3,11,"This composer wrote a set of Variations to help Count Keyser-lingk deal with his insomnia. This composer dedicated a set of concertos to Margrave Christian Ludwig of Brandenburg, and used all twenty-four major and minor keys to write a set of preludes and (*) fugues [fyoogs]. For ten points, name this German Baroque composer whose works for keyboard instruments include the Goldberg Variations and The Well-Tempered Clavier [klah-veer].",Johann Sebastian Bach (accept J.S. Bach)
2022 SCOP MS 11,3,12,"Tourism to this historic compound usually includes visits to the towns of Zalesye and Kopachi and a tour of the Red Forest. This compound’s New Safe Confinement was built in 2016 over a concrete sarcophagus around (*) reactor number four. This compound’s “elephant’s foot” was discovered by “liquidators” in 1986. For ten points, name this power plant near the town of Pripyat in Ukraine, the site of a massive nuclear disaster.",Chernobyl Nuclear Power Plant (accept ChNPP; accept Vladimir Lenin Nuclear Power Plant)
2022 SCOP MS 11,3,13,"This literary character stores a sixpenny birthday gift in a wooden box and eats it over several weeks. This boy receives an inheritance by outlasting a girl who falls down a trash chute and one who chews an entire meal in a (*) stick of gum and becomes a blueberry. For ten points, Veruca Salt and Violet Beauregard compete with what fictional boy who, in a book by Roald Dahl, tours Willy Wonka’s chocolate factory?",Charlie Bucket (accept either underlined name)
2022 SCOP MS 11,3,14,"In his taxonomy, Carl Linnaeus described three classifications at this level, including Regnum Lapideum, where he placed rocks. Some classification systems of living things divide one of these ranks, the (*) Monerans, into Archaea and Bacteria. This level of classification in biology is more specific than a domain, but less specific than a phylum. For ten points, name this classification level that can classify living things as protists, plants, or animals.",kingdom
2022 SCOP MS 11,3,15,"This country’s city of Maidan Shahr was briefly led by Zarifa Ghafari, its youngest female mayor. A bombing killed nearly two hundred people at this country’s Hamid Karzai Airport. This country’s last president, (*) Ashraf Ghani, fled to nearby Uzbekistan in August 2021. Two weeks of airlift evacuations followed the American withdrawal from, for ten points, what Asian country led from Kabul by the Taliban?",Afghanistan (accept Islamic Emirate of Afghanistan; accept Da Afganistan Islami Imarat; accept Emarat-e Eslami-ye Afghanestan; accept Islamic Republic of Afghanistan; accept Jumhuri-yi Islami-yi Afganistan; accept Da Afganistan Islami Jumhoryat)
2022 SCOP MS 11,3,16,"One of these religious structures has a “Cannibal Hymn” inscribed on its walls as part of a “Text” named for these places, and was built for Teti. One of these structures near Saqqara was built for Djoser [JOH-sur] by Imhotep. (*) Mastabas were a “stepped” type of these structures, three of which were built for rulers like Khafre and Khufu near Giza. For ten points, name this large, imposing kind of structure where Egyptian pharaohs were buried.","pyramids (accept pyramids of Giza; accept descriptions of specific pyramids, such as the Pyramid of Teti, Djoser, Menkaure, Khafre, and/or Khufu; prompt on more general terms like “tomb,” “necropolis,” or “burial place”)"
2022 SCOP MS 11,3,17,"When this type of angle is involved, the Law of Cosines reduces to the Pythagorean Theorem. Orthogonal lines meet at this type of angle. Triangles can contain a no more than one of either an (*) obtuse angle or an angle of this type. Perpendicular lines meet at this type of angle. For ten points, name this type of angle that measures exactly ninety degrees.",right angle (accept right alone after “angle” is read)
2022 SCOP MS 11,3,18,"During this geological period, the Sierra Nevadas formed and gymno-sperms replaced seed ferns as the dominant flora. Named for a European mountain range that contains the world’s largest dinosaur tracks, this period included the bird-like (*) Archaeopteryx [ar-kee-op-teh-rix]. This period was dominated by megafauna like Allosaurus, Stegosaurus and huge sauropods like Brontosaurus. For ten points, name this Mesozoic period between the Triassic and Cretaceous.",Jurassic period
2022 SCOP MS 11,3,19,"This thinker wrote a popular newspaper column under the pseudonym Silence Do-good, and used another false name when he published (*) Poor Richard’s Almanac. This politician created America’s first volunteer fire department, and served as the first Postmaster General in the presidential cabinet. For ten points, name this founding father whose portrait appears on the one-hundred dollar bill.",Benjamin Franklin
2022 SCOP MS 11,3,20,"In this novel, Emily de Thoux [duh TOO] meets Cassy and Emmeline after they scare a wealthy landowner to death. Eliza leaves Emily Shelby’s home to save her son, Harry, in this novel. George helps search for Chloe’s husband, who is (*) purchased from the family of Augustine St Clare in this novel, and who is beaten to death on the orders of Simon Legree. For ten points, name this novel about a peaceful American slave, written by Harriet Beecher Stowe.","Uncle Tom’s Cabin; or, Life Among the Lowly"
2022 SCOP MS 11,4,1,"This process can be accomplished graphically with vectors in the tip-to-tail method, in which the result of this process is the third side of a triangle. This operation can only be performed on two matrices if they are the (*) same size. Subtraction can be considered an application of this operation on negative numbers. Zero is the identity element of, for ten points, what mathematical operation that, when repeated, is multiplication?",addition (accept word forms like adding; accept summation; accept plus)
2022 SCOP MS 11,4,2,"In this novel, Governor Winthrop’s death is linked to the sighting of a meteor that a reverend believes represents the title object. In this novel, Roger Chillingworth tends to his wife’s lover, Arthur (*) Dimmesdale, who dies after acknowledging his illegitimate daughter, Pearl. For ten points, name this Nathaniel Hawthorne novel in which Hester Prynne is forced to wear a red “A” on her clothes.",The Scarlet Letter
2022 SCOP MS 11,4,3,"This empire conducted restoration projects on the Dome of the Rock and the walls of Jerusalem in the nineteenth century. Near the end of this empire, it was nicknamed a “sick man.” A sixteenth-century ruler of this empire known as “the (*) Lawgiver” was its longest-reigning sultan. Suleiman the Magnificent ruled, for ten points, what empire that fell in the twentieth century and was based in what is now Turkey?",Ottoman Empire (accept Devlet-i ‘Aliye-i ‘Osmaniye; do not accept or prompt on “Turkey”)
2022 SCOP MS 11,4,4,"This man won the 1904 Nobel Prize in Physiology for using vivisection and fistulas to study the digestive system. The concept of “reflex at a distance” was expanded on by this man, with a test in which a (*) buzzer being sounded at the same time as an assistant provided food; both the assistant and the buzzer sound triggered the salivation response. For ten points, name this Russian scientist who studied classical conditioning by feeding dogs.",Ivan Pavlov (accept Ivan Petrovich Pavlov)
2022 SCOP MS 11,4,5,"Zoologist Sten Bergman suggested that a very large species of this animal once lived on the Kamchatka Peninsula. Climate change has caused members of a northern species of this animal to drown while swimming between (*) ice floes, and thousands of its Kodiak subspecies are attracted to annual salmon runs. For ten points, name this omnivorous mammal with “grizzly” and “polar” species.","bears (accept Ursidae; accept distinct species of bears like “black,” “brown,” or “polar” bears)"
2022 SCOP MS 11,4,6,"This religious figure, the son of Maya, developed his theory that life is suffering after encountering illness, age, death, and religious asceticism. This man preached the (*) Middle Way, and he described the Noble Eightfold Path after meditating under the Bodhi Tree. For ten points, name this Indian religious leader who taught his followers how to escape the cycle of reincarnation and enter Nirvana.",Gautama Buddha (accept Siddhartha Gautama)
2022 SCOP MS 11,4,7,"Some historians believe that this dignitary was married to Kocoum, and her marriage to a tobacco farmer caused an eight-year cooling of hostilities nicknamed this woman’s “Peace.” This woman adopted the name (*) “Rebecca” and converted to Christianity before touring England with her husband, John Rolfe. For ten points, name this Native American woman who, according to legend, saved John Smith’s life from her father, Powhatan.",Pocahontas (accept Matoaka; accept Rebecca Rolfe before “Rebecca” is read)
2022 SCOP MS 11,4,8,"This musical work uses the melody of the folk song “At the Gate,” and it opens with the hymn “O Lord, Save thy People.” This work uses “La Marseillaise” [lah mar-sah-YEZ] to represent the invading (*) French army, and represents their defeat with the song “God Save the Tsar.” For ten points, name this work by Pyotr Illych Tchaikovsky that celebrates Russia’s victory over Napoleon in the title year, and which is often orchestrated with cannons.",The 1812 Overture (accept The Year 1812 Solemn Overture)
2022 SCOP MS 11,4,9,"This quantity and charge are used to predict bond type, according to Fajans’ rules. The Van der Waals definition of this quantity is “half the distance of closest approach,” and an unusual 4-F row reduction in this quantity results from (*) lanthanide contraction. This quantity is largest for cesium and francium, and often decreases when metals lose electrons to form cations. For ten points, name this size measurement that is half the diameter of a neutral atom.",atomic radius (accept ionic radius)
2022 SCOP MS 11,4,10,"In a poem by this author, the Bellman hires a Beaver and a Baker to help with a hunting trip that ends when the Baker is carried away by a Boojum. This author of “The Hunting of the (*) Snark” wrote a novel set in a chessboard-like land that is reached by going Through the Looking Glass. For ten points, name this author who wrote about the Cheshire Cat and the White Rabbit in Alice’s Adventures in Wonderland.",Lewis Carroll (accept Charles Lutwidge Dodgson)
2022 SCOP MS 11,4,11,"Robert Dicke’s theory of gravity assumes that this quantity is variable. The Lorentz factor includes a ratio of velocity to this quantity. A rotating mirror is used in a Fizeau-Foucault apparatus to measure this quantity, which is exceeded by (*) electrons in water to produce Cherenkov radiation. Special relativity holds this quantity to be the same for all observers. For ten points, name this theoretically maximum velocity, equal to about three hundred million meters per second.",speed of light in a vacuum (accept velocity of light; accept lightspeed; prompt on “C”)
2022 SCOP MS 11,4,12,"In 2019, this politician was beat by Mostik, an orange tabby cat, to be the first to cross the Kerch Strait Bridge. In 2021, this politician approved a change to his country’s (*) constitution that allows him to extend his presidency, which has bounced back and forth between this man and Dmitry Medvedev since 1999. For ten points, name this frequently-shirtless ex-KGB agent who is the president of Russia.",Vladimir Putin (accept Vladimir Vladimirovich Putin
2022 SCOP MS 11,4,13,"This game’s soundtrack includes “Subwoofer Lullaby” and “Stal,” works by C418 [“see” four-eighteen], whose songs can be found on in-game discs. In 2021, this game added goats in an expansion that failed to update its (*) caves or cliffs. An enemy in this game is the result of a coding error that turned what was supposed to be a pig into an elongated monster. For ten points, name this video game in which players can build structures out of digital blocks until they’re blown up by creepers.",Minecraft (accept Minecraft Java Edition; accept Minecraft Bedrock Edition; accept Minecraft Classic)
2022 SCOP MS 11,4,14,"This city’s Muddy River runs through Olmsted Park, a part of this city’s Emerald Necklace. This city’s Back Bay area is on the Charles River, across from its sister city, (*) Cambridge. This city’s MLB team plays near Kenmore Square in a park that holds the Green Monster, and one end of Beacon Hill forms this city’s namesake Common. Fenway Park hosts the Red Sox in, for ten points, what capital city of Massachusetts?",Boston
2022 SCOP MS 11,4,15,"A character in this novel battles wineskins and fights Samson Carasco disguised as the Knight of Mirrors. This novel’s title character rides the old horse (*) Rocinante and tries to honor his fictional lady-love, Dulcinea, with the help of a farmer named Sancho Panza. For ten points, name this Miguel de Cervantes novel in which the title man tilts at windmills he thinks are giants while imagining he’s a knight.",Don Quijote (accept The Ingenious Gentleman Don Quijote of La Mancha; accept El Ingenioso hidalgo Don Quixote de la Mancha)
2022 SCOP MS 11,4,16,"This civilization’s gods of death include the “Obsidian Butterfly,” Itzpapalotl [EETZ-pah-pah-lah-toll], and the bat Camazotz. The Popol Vuh was a sacred text of this civilization, and describes underworld (*) Xibalba [shee-BAL-ba]. Priests wore the pelts of jaguars in, for ten points, what meso-american civilization, whose “long count” calendar reset in 2012?",Mayan civilization (accept Mayans or Mayan Empire)
2022 SCOP MS 11,4,17,"A cast of this sculpture in Meudon sits over its creator’s grave. This bronze sculpture was intended to sit under The Three Shades at the top of the (*) Gates of Hell, and was originally named The Poet, since it depicts Dante Alighieri contemplating the sinners he wrote about in the Inferno. For ten points, name this Auguste Rodin [ow-GOOST roh-DAN] sculpture in which a seated man leans forward pensively with his chin on his hand.",The Thinker (accept Le penseur; accept The Poet or Le poete ` before “Poet” is read)
2022 SCOP MS 11,4,18,"Press Secretary Ron Ziegler described the start of this event as a “third-rate burglary attempt.” During this event, Room 419 at a Howard Johnson motel was used as a lookout post, but officers arrested James McCord and four other people at (*) DNC headquarters. A “smoking gun” tape recorded at the White House revealed the involvement of the president in, for ten points, what 1972 break-in and ensuing cover-up that led to the resignation of Richard Nixon?",Watergate burglary and/or scandal (accept any description that includes the word Watergate)
2022 SCOP MS 11,4,19,"A character in this novel learns French by listening to Felix De Lacey read while hiding behind his cottage. In this novel, the tragic death of William, a young boy, is wrongly blamed on the housekeeper (*) Justine Moritz; the murder is actually the fault of a character who also kills Henry Clerval and Elizabeth Lavenza in this novel. For ten points, name this novel in which the title scientist refuses to create a female love interest for his monster, a work by Mary Shelley.","Frankenstein; or, The Modern Prometheus"
2022 SCOP MS 11,4,20,"The inaccurate Titius-Bode Law predicted a planet at 2.8 astronomical units from the sun, inspiring the search for these objects. Ceres is both the nearest (*) dwarf planet to Earth and the largest one of these objects, which occupy a band punctuated by Kirkwood gaps. The solar system has hundreds of thousands of, for ten points, what objects in space that inhabit a namesake “belt” between Mars and Jupiter?",asteroids (accept planetoids; accept minor planets or dwarf planets before “dwarf planet” is read; do not accept or prompt on “meteor” or “meteorite;” do not accept or prompt on “planet” alone)
2022 SCOP MS 11,5,1,"This author begins a novel by claiming that “happy families are all alike” but “unhappy families are unhappy in their own way.” A novel by this man follows Stiva, Dolly, and a woman who has an affair with Count (*) Vronsky. An extremely long novel by this author follows five Russian families during Napoleon’s invasion of 1812. For ten points, name this Russian author of Anna Karenina and War and Peace.",Leo Tolstoy (accept Lev Nikoleyevich Tolstoi)
2022 SCOP MS 11,5,2,"The geometric mean of two numbers is found by multiplying them, and then performing this operation. Applying this operation to both sides of an equation usually requires a plus-minus sign. The expression “b squared minus four a c” is found within this operation in the (*) quadratic formula. An exponent of one-half is equivalent to performing, for ten points, what operation that, when applied to twenty-five, gives five?",square root (accept “raising to the one-half power” before “one-half” is read; prompt on “root;” prompt on “radical”)
2022 SCOP MS 11,5,3,"A senator from this state proposed the High Performance Computing Act of 1991. A violation of the Butler Act in this state was argued in court by (*) Clarence Darrow and Williams Jennings Bryan, and focused on a man who claimed to have taught evolution in a public school in Dayton, John Scopes. Al Gore has represented, for ten points, what state whose cities include Memphis and Nashville?",Tennessee (accept Tennessee Valley Authority; Note: David Lilienthal was nicknamed “Mr. TVA”)
2022 SCOP MS 11,5,4,"A heterodyne shifts between different ranges of this quantity, whose “cutoff” type marks the boundary between the stopband and passband. For a simple pendulum, this quantity is proportional to the square root of “little g” over (*) length, and it can be calculated as wave speed divided by wavelength. The reciprocal of the period is, for ten points, which quantity measured in hertz, the number of waves that pass a fixed point per unit of time?",frequency (prompt on “F”)
2022 SCOP MS 11,5,5,"In a close-up image of this natural feature, titled Shojin tozan, a group of pilgrims in a straw hats use a ladder to ascend this place. Fine Wind, Clear Morning is one of the (*) Thirty-Six Views of this natural feature created by the woodcut printer Hokusai, which also includes Thunderstorm Beneath the Summit. For ten points, name this mountain that appears in the background of The Great Wave off Kanagawa, a prominent mountain near Tokyo in Japan.",Mount Fuji (accept Fuji-yama or Fuji-san)
2022 SCOP MS 11,5,6,"This city’s Gerousia governing body included two jointly-ruling kings. This city’s education system, the agoge [ah-goh-gay], was established by (*) Lycurgus to induct this city’s boys into its army. The helots were a class of slaves in this city, whose king Leonidas was defeated by the Persians at the Battle of Thermopylae. For ten points, name this militaristic Greek city-state that frequently fought with Athens.",Sparta (accept Lacedaemon)
2022 SCOP MS 11,5,7,"A character in this play describes “the fairies’ midwife” to mock his friend’s love for Rosaline. A woman in this play jokes that “palm to palm is holy palmers’ kiss” at a masquerade ball. The Queen Mab speech is given in this play by (*) Mercutio, who is killed by Tybalt in a duel that is fought over the honor of the houses of Montague and Capulet. For ten points, name this Shakespeare play about “a pair of star-cross’d lovers.”",Romeo and Juliet (accept The Tragedy of Romeo and Juliet)
2022 SCOP MS 11,5,8,"Description acceptable. African spiny mice are the most capable mammals at performing this process, which requires blastema cells. Unlike other annelids, leeches cannot perform this process, which most arthropods can do until their final (*) molt. Medical researchers have tried to reverse engineer this process that is slow in starfish but rapid in salamanders that have lost limbs. For ten points, name this process that gives a lizard a replacement when it sheds its tail.",regeneration (accept regenerating; accept limb regeneration and appendage regeneration; accept any description of regrowth or the growing of new body parts; prompt on just “growth”)
2022 SCOP MS 11,5,9,"In a work about him, this philosopher compares himself to a gadfly because he stings people “in the service of truth,” and defends himself against the charge of corrupting the youth of (*) Athens in the book Apology. This philosopher was convicted of those charges and sentenced to die by drinking hemlock. For ten points, name this ancient Greek philosopher whose thoughts are recorded in dialogues written by his student, Plato.",Socrates
2022 SCOP MS 11,5,10,"In the poem Völuspá, three of the roots of Yggdrasil [igg-drah-sill] sit over this realm, which contains the home of Heimdallr. Loki transformed into a horse to distract a giant trying to build a wall around this (*) home of the Aesir. Warriors slain in battle are carried to two of this realm’s mead-halls, Fólkvangr and Valhalla. Bifrost, the rainbow bridge, connects Midgard to, for ten points, what realm of the gods in Norse myth?","Asgardr (anti-prompt on “Valhalla” by asking, “What realm contains Valhalla?”)"
2022 SCOP MS 11,5,11,"James Bruce ordered the destruction of this city’s Old Summer Palace during the Second Opium War. Ai Wei-wei designed the Bird’s Nest stadium for this city. A 1989 protest in this city became famous for a photo of a man standing in front of a line of (*) tanks. For ten points, name this city that was the site of the 2008 Summer Olympics; the location of Tiananmen Square and the Forbidden City; and the capital of China.",Beijing (accept Peking; accept Forbidden City before “Old Summer Palace” is read; accept Dadu or Beiping before “Ai Wei-wei” is read)
2022 SCOP MS 11,5,12,"A theme from this musical work’s fourth movement, titled “Thaxted,” was used for the British patriotic hymn “I Vow to Thee, My Country.” This suite’s first and second movements are named after a “Bringer of (*) War” and a “Bringer of Peace.” For ten points, named this seven-part suite by Gustav Holst that includes movements named for a particular type of object in our solar system like Neptune, Mars, and Venus.",The Planets (accept Opus 32)
2022 SCOP MS 11,5,13,"Before amylase enzyme was isolated, this compound was used to turn corn starch into glucose syrup. The “fizz test” for calcium carbonate applies a muri-atic solution of this compound to rocks. Gold will dissolve in a mixture of (*) nitric acid and this compound, called “aqua regia.” Water and table salt are the products when this compound reacts with sodium hydroxide. Stomach acid consists of, for ten points, which strong acid with formula HCl [H-C-L]?",hydrochloric acid (accept HCl before it is read; accept hydrochloric alone after “acid” is read)
2022 SCOP MS 11,5,14,"A novel made up of these written works, Lady Susan, is one of the earliest works by Jane Austen. A novel by C.S. Lewis is named for these written works created by the demons Wormwood and (*) Screwtape. A journal of an author’s time in the Achterhuis [OCK-tayr-hwees] takes the form of these written works addressed to “Kitty,” and relates a budding romance with Peter van Pels. For ten points, Anne Frank’s diary is made up of what written works that are usually sent to another person?",letters (accept epistolary novels; accept synonyms like missives or notes; accept The Screwtape Letters; do not accept or prompt on “diary” or similar answers)
2022 SCOP MS 11,5,15,"This singer asks “think of me fondly when your hands are on her” in a song that may have been inspired by Joshua Bassett. Since it took inspiration from “Misery Business,” this singer of (*) “happier” added a Hayley Williams writing credit to a song that criticizes an ex’s behavior as being “like a damn sociopath.” For ten points, name this former Disney Channel actress whose explosive 2021 album, SOUR, includes the songs “deja vu,” “good 4 u,” and “drivers license.”",Olivia Rodrigo (accept Olivia Isabel Rodrigo)
2022 SCOP MS 11,5,16,"This Christian holiday may have developed from the Roman holiday of Rosalia. During this holiday, purple decorations are replaced with white. An event witnessed by Mary Magdalene is commemorated at sunrise on this holiday, after a vigil that begins on Holy (*) Saturday. This holiday is fifty days before Pentecost, and follows the season of Lent. For ten points, name this Christian holiday that celebrates the resurrection of Jesus.",Easter Sunday (accept Pascha)
2022 SCOP MS 11,5,17,"Maurice Wilson planned to crash a plane on top of this mountain, where he died by other means. George Mallory may have summitted this mountain before disappearing on it, and legendarily declared that he would climb it (*) “because it’s there.” Tenzing Norgay coordinated the first successful climb of this mountain in 1953 with Edmund Hillary. For ten points, name this twenty-nine-thousand-foot-high peak in the Himalayan Mountains, the highest mountain on Earth.",Mount Everest (accept Sagarmatha; accept Chomolungma)
