Source,Round,Number,Label,Question,Answer
2022 SCOP MS 11,2,5,C,"Common Sense was published in this year, the same year that the United States declared independence.",1776
2022 SCOP MS 11,2,6,L,"Answer the following about the work of Artemisia Gentileschi, the Italian painter of a Self Portrait as the Allegory of Painting, for ten points each.",
2022 SCOP MS 11,2,6,A,"Artemisia painted Judith and her maidservant killing the general Holofernes in this way. She also painted the princess Salome holding the evidence of John the Baptist’s execution, which was carried out in this manner.",beheading (accept descriptions like cutting off his head; accept Judith Beheading Holofernes; prompt on answers describing “using a knife;” prompt on “amputation”)
2022 SCOP MS 11,2,6,B,Artemisia used this color for the dresses of Judith and Salome to highlight her main characters. Her namesake tone of this color mimics the rich color of a precious metal.,gold (accept Artemisia gold; accept yellow)
2022 SCOP MS 11,2,6,C,Artemisia worked during this seventeenth- and eighteenth-century artistic period that followed the Renaissance and preceded Rococo. Art in this period commonly had ornate and dramatic themes and lush textures.,Baroque
2022 SCOP MS 11,2,7,L,"This god was the son of Geb and Nut, and was the brother of Nephthys and Set. For ten points each,",
2022 SCOP MS 11,2,7,A,"Name this green-skinned, Egyptian god of the dead who became the lord of the underworld when he was brought back to life after Set killed him.",Osiris (accept Asar or Usire)
2022 SCOP MS 11,2,7,B,"Osiris’s son was this falcon-headed Egyptian god of justice and power. This god avenged his father’s murder by killing his uncle, Set.",Horus (accept Hor or Her or Har; accept Heru)
2022 SCOP MS 11,2,7,C,Osiris’s daughter-in-law was this wife of Horus and the goddess of love and fertility. She was depicted with a headdress resembling two cow horns flanking a Sun disk.,Hathor
2022 SCOP MS 11,2,8,L,"Above eight thousand meters, this layer is called the “death zone” because its effective oxygen percentage is just eight percent, compared to twenty-one percent at sea level. For ten points each,",
2022 SCOP MS 11,2,8,A,"Name this lowest region of Earth’s atmosphere, where all weather occurs.",troposphere
2022 SCOP MS 11,2,8,B,"The troposphere over large urban areas like Los Angeles and Mexico City tends to trap this visible, toxic form of air pollution that consists of nitrogen and sulfur oxides.",smog
2022 SCOP MS 11,2,8,C,"Urban air tends to trap smog close to the ground because of an inversion of this quantity, which normally decreases with altitude toward the top of the troposphere, where it can drop below negative fifty Celsius.",temperature
2022 SCOP MS 11,2,9,L,"In this novel’s sequel, Go Set a Watchman, Scout sees her father attend a pro-segregation council meeting in the same courthouse where he once defended an unfairly accused Black man. For ten points each,",
2022 SCOP MS 11,2,9,A,"Name this Harper Lee novel that follows Scout and Atticus Finch through the trial of Tom Robinson in the predominantly racist town of Maycomb, Alabama.",To Kill A Mockingbird
2022 SCOP MS 11,2,9,B,"In To Kill a Mockingbird, Scout and her friends spread rumors that this character eats bats because they never see him leave his house. She later changes her opinion about this character when he saves her and Jem from Bob Ewell after a Halloween pageant.",Boo Radley (accept either underlined name; accept Arthur Radley)
2022 SCOP MS 11,2,9,C,"Scout attends church with this character, the Finch family’s cook and a mother figure to Scout.",Calpurnia
2022 SCOP MS 11,2,10,L,"Answer the following about films directed by Ridley Scott, for ten points each.",
2022 SCOP MS 11,2,10,A,"In this 2021 Ridley Scott film, set in medieval France, Adam Driver and Matt Damon prepare for the final officially-sanctioned instance of trial by combat in French history.",The Last Duel
2022 SCOP MS 11,2,10,B,"In this Ridley Scott film, Ripley is the sole survivor of the Nostromo, the rest of the crew having been killed by a monster that bursts out of the chest of a crew member.",Alien
2022 SCOP MS 11,2,10,C,"The “Tears in Rain” speech is given in this Ridley Scott film, in which the bounty hunter Deckard hunts down rogue cyborgs who are looking to extend their lifespans. Harrison Ford starred in this film and appears in its 2017 sequel, set in the year 2049.",Blade Runner (accept Blade Runner 2049)
2022 SCOP MS 11,2,11,L,"Name some ballets by Pyotr Illych Tchaikovsky, for ten points each.",
2022 SCOP MS 11,2,11,A,"In this ballet, Odette and Prince Siegfried kill themselves to escape a curse placed by the evil sorcerer Rothbart, who transforms Odette into the title bird.",Swan Lake (accept Lebed´ınoye ozero ´ )
2022 SCOP MS 11,2,11,B,"The heroine of this Christmastime ballet is usually called Marie or Clara. She defeats the evil Mouse King by hitting him on the head with her slipper, and meets the Sugar Plum Fairy in a magical land of sweets in this ballet.",The Nutcracker (accept Shchelkunchik)
2022 SCOP MS 11,2,11,C,"Marius Petipa choreographed Tchaikovsky’s version of this story, in which the Lilac Fairy weakens a curse placed on Aurora by the evil fairy Carabosse.",The Sleeping Beauty (accept Spyashchaya krasavitsa; accept La belle au bois dormant)
2022 SCOP MS 11,2,12,L,"In Basile’s version of this story, Zezolla is helped by a fairy living in a fig tree. In the German version, Aschenputtel is helped by a bird who lives in a tree planted on her mother’s grave. For ten points each,",
2022 SCOP MS 11,2,12,A,"Name this folk tale in which the title girl is forced to be a servant in her family’s house, but marries a prince after her fairy godmother gives her a pair of glass slippers.",Cinderella (accept Cenerentola; accept Aschenputtel before it is read)
2022 SCOP MS 11,2,12,B,A German version of “Cinderella” appears in the Children’s and Household Tales collected by these folk-tale-obsessed brothers.,Grimm brothers (accept Brothers Grimm; accept Jacob Ludwig Karl and/or Wilhelm Carl Grimm)
2022 SCOP MS 11,2,12,C,"In addition to studying fairy tales and German mythology, Jacob Grimm worked in this field of study; he is the namesake of Grimm’s Law, a rule that describes a shift between Proto-Indo-European and German.",linguistics (accept word forms like linguists)
2022 SCOP MS 11,2,13,L,"The Dalai Lama has repeatedly undergone this process, through which he has chosen a new body after death fourteen times. For ten points each,",
2022 SCOP MS 11,2,13,A,"Name this cycle of birth, death, and rebirth that is common in Indian religions.",reincarnation (accept samsara; accept descriptions like transmigration of souls or metempsychosis; prompt on “rebirth” before it is read by asking “what process is rebirth a part of?”)
2022 SCOP MS 11,2,13,B,"A being’s status and species following reincarnation are determined by their positive and negative actions in life, which are collectively known by this term, meaning “deeds.”",karma (accept kamma)
2022 SCOP MS 11,2,13,C,"This Indian religion’s texts say that a person will be reincarnated into one of four realms of existence, called gatis. Followers of this religion practice ahimsa, or extreme non-violence.",Jainism (accept Jain Dharma)
2022 SCOP MS 11,2,14,L,"Give the following about the particularly small town of Monowi, for ten points each.",
2022 SCOP MS 11,2,14,A,"Monowi is in this state, which is the only US state whose state government is unicameral. This state’s legislature meets in the capital of Lincoln.",Nebraska
2022 SCOP MS 11,2,14,B,"Elsie Eiler is the mayor and only resident of Monowi, but data collected in 2020 by this governmental procedure claimed that Monowi’s population was actually two. Article One of the Constitution requires that this process take place every ten years.",United States Census (prompt on descriptions like “counting people”)
2022 SCOP MS 11,2,14,C,"The Census’ official policy is to occasionally shift respondents between nearby census blocks to preserve privacy in low population areas. So, while Monowi’s block is inaccurate, the data is still accurate at the level of these geographic divisions. These 435 divisions are redrawn - and possibly gerrymandered - after every census.",Congressional districts (prompt on partial answers that don’t include both underlined words)
2022 SCOP MS 11,2,15,L,"Along with a flame test, elements in solution can be identified using qualitative analysis. Answer these questions about the process, for ten points each.",
2022 SCOP MS 11,2,15,A,Much of qualitative analysis depends on this kind of reaction in which two ions combine to form a solid that sinks to the bottom of a test tube.,precipitation (accept precipitate)
2022 SCOP MS 11,2,15,B,"Lead [led], silver, and mercury can be identified quickly because they precipitate with this anion found in table salt.",chloride ion (prompt on “Cl−”; do not accept “chlorine”)
2022 SCOP MS 11,2,15,C,"Because it behaves so much like iron, this metal is difficult to identify in solution, requiring eight steps to form a rose red precipitate. This element has chemical symbol Ni [N-I].",nickel
2022 SCOP MS 11,2,16,L,"In this novel, little Antanas drowns in a puddle, and a teenager named Stanislovas is eaten by rats in a factory. For ten points each,",
2022 SCOP MS 11,2,16,A,"Name this novel about Lithuanian immigrant Jurgus Rudkis [YUR-gus RUD-kus], whose publication inspired the passage of the 1906 Pure Food and Drug Act with its depiction of the meatpacking industry.",The Jungle
2022 SCOP MS 11,2,16,B,The Jungle describes the extreme poverty of meatpackers in this American city on Lake Michigan. A Carl Sandburg poem about this Illinois city describes it as the “Hog Butcher for the world.”,Chicago
2022 SCOP MS 11,2,16,C,This muck-raking author of The Brass Check intended The Jungle to inspire reform of working conditions in the meatpacking industry.,"Upton Sinclair (accept Upton Beall Sinclair, Jr)"
2022 SCOP MS 11,2,17,L,"This organization’s COINTELPRO, or Counter Intelligence Program, carried out illegal surveillance of “subversives” like anti-war activists, feminists, environmentalists, and civil rights activists from 1956 to 1971. For ten points each,",
2022 SCOP MS 11,2,17,A,"Name this government agency, tasked with domestic security and law enforcement, that largely ignored white supremacist terror in the 1950s and 60s.",Federal Bureau of Investigation (accept FBI)
2022 SCOP MS 11,2,17,B,"This longest-serving director of the FBI ordered much of COINTELPRO’s activities. When Martin Luther King criticized the FBI for ignoring white terror, this man responded by calling King the “most notorious liar” in America.",J. Edgar Hoover (accept John Edgar Hoover)
2022 SCOP MS 11,2,17,C,"As Attorney General under his brother John, this man personally authorized some of the FBI’s requests, including wiretapping phones to spy on Martin Luther King.",Robert Francis Kennedy (accept RFK; accept Bobby Kennedy; prompt on “Kennedy” alone)
2022 SCOP MS 11,2,18,L,"Give the following about rivers of the American west, for ten points each.",
2022 SCOP MS 11,2,18,A,This river forms the Mexican-American border for over eight hundred miles in Texas.,Rio Grande (accept Rio Bravo del Norte)
2022 SCOP MS 11,2,18,B,"Hydroelectric dams on this river are a source of environmental controversy, since they make breeding difficult for its massive salmon population. This river flows through Hells Canyon on the border between Idaho and Oregon.",Snake River
2022 SCOP MS 11,2,18,C,"An intermittent river of this name runs mostly underground for one hundred miles in southern California. This river flows under, and shares its name with, the hottest desert in America.",Mojave River (accept Mojave Desert)
2022 SCOP MS 11,2,19,L,"A boat’s outboard motor in water produces this type of motion, which is contrasted with laminar flow. For ten points each,",
2022 SCOP MS 11,2,19,A,Name this type of fluid movement in which particles experience unpredictable changes in velocity and pressure. Airplanes experience this phenomenon at the boundaries of air masses moving at different speeds.,turbulence (accept turbulent flow)
2022 SCOP MS 11,2,19,B,"The transition from laminar to turbulent flow can be predicted using this dimensionless number named for a British physicist. For a circular water pipe, turbulence occurs when this number is greater than four thousand.",Reynolds number (accept Re; accept Osborne Reynolds)
2022 SCOP MS 11,2,19,C,"The dimples on this type of ball increase its Reynolds number to about fifty thousand, greatly reducing air resistance and increasing distance when it is struck with a club such as a three-iron.",golf ball
2022 SCOP MS 11,2,20,L,"Tsar Nicholas II and this man sent each other a series of ten telegrams in summer 1914 as their countries teetered on the brink of war. For ten points each,",
2022 SCOP MS 11,2,20,A,"Nicholas II corresponded with this man, his cousin and the last Kaiser of Germany.",Kaiser Wilhelm II (prompt on “Willy;” prompt on “Wilhelm”)
2022 SCOP MS 11,2,20,B,"The “Willy-Nicky” telegrams discussed each one’s fears that the other country was beginning this process of readying troops and supplies for war. This process was seen as an act of war, even though “Willy” and “Nicky” tried to convince each other it was not.",mobilization (accept word forms like mobilize)
2022 SCOP MS 11,2,20,C,"Wilhelm II and Nicholas II were related through - among many, many other royals - this English queen who was known as the “Grandmother of Europe.” This woman’s record as longest-serving British monarch was broken by Elizabeth II.",Queen Victoria (accept Alexandrina Victoria)
2022 SCOP MS 11,3,1,L,"A modified type of this structure called a tableau [tab-low] is used in the simplex method for linear programming. For ten points each,",
2022 SCOP MS 11,3,1,A,Name these mathematical objects that organize values into rows and columns.,matrix (accept matrices)
2022 SCOP MS 11,3,1,B,"If you multiply matrix A times matrix B, you may or may not get the same answer as when you multiply B times A. Thus, matrix multiplication does not have this property.",commutativity (accept word forms like commutative)
2022 SCOP MS 11,3,1,C,"Multiplying a matrix by this specific type of matrix will always be commutative because multiplying by this matrix does not change the original matrix. In the same way, multiplying any real number by the number one will return the original number because one is a “multiplicative” one of these.",identity matrix (accept multiplicative identity)
2022 SCOP MS 11,3,2,L,"In 1912, the Royal Albert Hall hosted an enormous benefit concert for the families of the musicians who played during a maritime tragedy. Answer the following about the concert, for ten points each.",
2022 SCOP MS 11,3,2,A,"The concert memorialized the band of this “unsinkable” White Star Line ship, which sank while sailing from England to America in 1912.",RMS Titanic
2022 SCOP MS 11,3,2,B,The concert included a performance of this composer’s Funeral March. This Polish composer also wrote the Revolutionary Etude ´ and the Minute Waltz.,Fred´ eric ´ Chopin (accept Fred´ eric Franc¸ois ´ Chopin; accept Fryderyk Franciszek Chopin)
2022 SCOP MS 11,3,2,C,"This British composer conducted part of the concert, which included a performance of this man’s Enigma Variations.",Edward Elgar (accept Sir Edward William Elgar)
2022 SCOP MS 11,3,3,L,"One of these objects is at the center of astronomical object 3C 273, which is the most distant object visible through a backyard telescope because it is brighter than all stars in its surrounding galaxy combined. For ten points each,",
2022 SCOP MS 11,3,3,A,Name these astronomical objects that are so dense that not even light can escape from their event horizons.,black holes
2022 SCOP MS 11,3,3,B,"3C 273 is one of these objects, the most luminous type of object in the universe. These objects are composed of an active galactic nucleus powered by a supermassive black hole.",quasars (accept quasi-stellar object and QSO)
2022 SCOP MS 11,3,3,C,"Radio astronomer Maarten Schmidt confirmed the vast distance between quasars and Earth by measuring the high degree of this shift, an example of the Doppler effect.",redshift (do not accept or prompt on “blueshift”)
2022 SCOP MS 11,3,4,L,"A modern country named for this empire has its capital at Bamako. For ten points each,",
2022 SCOP MS 11,3,4,A,Name this north African empire ruled by Sundiata Keita and Mansa Musa.,Malian Empire (accept Republic of Mali; accept Manden Kurufaba)
2022 SCOP MS 11,3,4,B,"The Mali Empire was rich in gold and this mined, mineral resource that is essential for human life, and that is the most common food seasoning.",salt (accept table salt; accept rock salt; accept halite; accept sodium chloride or NaCl)
2022 SCOP MS 11,3,4,C,Mali traded salt and gold over this hot desert in northern Africa.,Sahara (accept as-sahra al-kubra)
2022 SCOP MS 11,3,5,L,"This literary character travels through India, Hong Kong, and the United States, but is described as “one of those English gentlemen who are wont to see foreign countries through the eyes of their domestics.” For ten points each,",
2022 SCOP MS 11,3,5,A,"Name this fictional adventurer who lets his French servant, Passepartout [pas-par-too], do most of the legwork as they circumnavigate the globe as quickly as possible.",Phileas Fogg
2022 SCOP MS 11,3,5,B,Phileas Fogg was created by this French author of adventure novels like Journey to the Center of the Earth and Twenty Thousand Leagues Under the Sea.,Jules Verne (accept Jules Gabriel Verne)
2022 SCOP MS 11,3,5,C,"Phileas Fogg is the protagonist of this Jules Verne novel, in which he wins a bet against London’s Reform Club by completing the title achievement.",Around the World in Eighty Days (accept Le tour du monde en quatre-vingts jours)
2022 SCOP MS 11,3,6,L,"Answer these questions about Odin’s quest for knowledge, for ten points each.",
2022 SCOP MS 11,3,6,A,Odin traded one of these body parts to be able to drink magical water that would give him wisdom.,eye
2022 SCOP MS 11,3,6,B,"Odin gave his eye to this god so that he could drink the water of wisdom. After this god was decapitated, Odin magically kept his head alive as a source of advice.",Mimir (accept Mim)
2022 SCOP MS 11,3,6,C,"Seeking even more wisdom, Odin hung himself from the world-tree Yggdrasil [IGG-drah-zil] with his spear to gain knowledge of these symbols, which were used for writing and fortune telling.",runes (prompt on “letters” or “alphabet”)
2022 SCOP MS 11,3,7,L,"You’ve decided to buy a DNA testing kit and get your genealogical profile. Answer these questions about the process, for ten points each.",
2022 SCOP MS 11,3,7,A,"Before the company can sequence the DNA in your saliva sample, this process is used to amplify the DNA. This process uses a thermal cycler and Taq [tack] polymerase enzyme.",PCR (accept polymerase chain reaction)
2022 SCOP MS 11,3,7,B,"The company can trace your matrilineal ancestry using DNA from your mitochondria. If you are male, your father’s line can be traced using this chromosome.",Y chromosome
2022 SCOP MS 11,3,7,C,"Since 2012, companies can look for variants in genes like SPAG17 and TTF1 to determine what percentage of your DNA was inherited from this other humanoid species that went extinct about forty thousand years ago.",Neanderthals (accept Homo neanderthalensis)
2022 SCOP MS 11,3,8,L,"This American poet’s works, such as “I’m Nobody! Who are you?” usually lack official titles, and are instead known by their first lines. For ten points each,",
2022 SCOP MS 11,3,8,A,"Name this reclusive poet, nicknamed the “Belle of Amhurst,” who wrote “I felt a funeral in my brain” and “A narrow Fellow in the Grass.”",Emily Dickinson (accept Emily Elizabeth Dickinson)
2022 SCOP MS 11,3,8,B,"The first lines of one Emily Dickinson poem say, “Because I could not stop for [this thing] - / He kindly stopped for me.” The poem describes a carriage ride to a grave with this concept and “Immortality.”",death (accept Because I could not stop for Death -)
2022 SCOP MS 11,3,8,C,"In another poem by Dickinson, this animal’s “Blue - uncertain stumbling Buzz” breaks up “the Stillness in the Room.” The title and first line of the poem says, “I heard [this animal] buzz - when I died.”",fly (accept I heard a Fly buzz - when I died -)
2022 SCOP MS 11,3,9,L,"Answer the following about the landmark interstate commerce case Gibbons v. Ogden, for ten points each.",
2022 SCOP MS 11,3,9,A,"The monopoly in Gibbons v. Ogden was ruled unconstitutional by this highest American judicial body. At the time of the judgement, this body was led by Chief Justice John Marshall.",Supreme Court of the United States (accept SCOTUS)
2022 SCOP MS 11,3,9,B,"In Gibbons v. Ogden, the Supreme Court ruled against a monopoly of these specific vessels, which were used for shipping and transit through the rivers of New York state in the 1800s.",steamboats (accept steamships; prompt on “boat” or “ship”)
2022 SCOP MS 11,3,9,C,"This American entrepreneur, nicknamed “Commodore,” worked as a steamboat captain and business manager for Gibbons, and combatted other steamboat monopolies before building a railroad empire.",Cornelius Vanderbilt
2022 SCOP MS 11,3,10,L,"This author developed his most famous argument over time, from its original use in Discourse on the Method to a modified version in Meditations on First Philosophy. For ten points each,",
2022 SCOP MS 11,3,10,A,"Name this seventeenth-century French philosopher who famously concluded “Cogito ergo sum,” [koh-gee-toe ayr-goh soom] or “I think, therefore I am.”",Rene´ Descartes
2022 SCOP MS 11,3,10,B,The statement “cogito ergo sum” is written in this language. Descartes [day-cart] first wrote the statement in French because he feared that using this language would reach fewer people.,Latin (do not accept or prompt on “Italian” or “Roman”)
2022 SCOP MS 11,3,10,C,"Descartes’s Discourse on the Method revolutionized philosophy by promoting this concept as a starting point. Descartes notes that he never accepts anything as true until he clearly knows it to be true. In other words, this term describes people who question or doubt things that other people accept.",skepticism (accept word forms like skeptic)
2022 SCOP MS 11,3,11,L,"In theory, a meta-material super-lens could be used to see a nano-machine at work because the lens has a negative value for this quantity. For ten points each,",
2022 SCOP MS 11,3,11,A,"Name this optical quantity, the ratio of light’s speed in a vacuum to its speed in a medium. This quantity is about 1.33 for water and 2.42 for diamond.",index of refraction (accept refractive index; prompt on “n;” do not accept or prompt on “reflection”)
2022 SCOP MS 11,3,11,B,"For a light wave at the boundary of two media, this law states the ratio of the sine of angle of incidence to the sine of angle of refraction equals the reciprocal ratio of the indices of refraction.",Snell’s law (accept Snell-Descartes law)
2022 SCOP MS 11,3,11,C,"At the boundary between air and a polished silver surface, Snell’s law predicts that 95% of incident light will experience this phenomenon instead of refraction. This phenomenon explains why you can see yourself in a mirror.",reflection
2022 SCOP MS 11,3,12,L,"Romantic poet Robert Burns wrote about people with this nationality “wha hae wi’ Wallace bled” and “wham Bruce has aften led.” For ten points each,",
2022 SCOP MS 11,3,12,A,"Name this European nation, Burns’s homeland, whose dialect he used to write about schemes that “gang aft agley.”",Scottish (accept Scots English; accept Scotland; accept Alba)
2022 SCOP MS 11,3,12,B,Burns wrote “the best-laid schemes o’ [these creatures] an’ men / gang aft agley” in a poem addressed to one of these small mammals when he “[Turned] Her Up in Her Nest With the Plough.”,mouse (accept To a Mouse)
2022 SCOP MS 11,3,12,C,"Burns also used the Scots dialect to write this poem, often sung at New Year’s, which asks “should ault acquaintance be forgot / and never brought to mind?”",Auld Lang Syne
2022 SCOP MS 11,3,13,L,"In this game series, bells can be used to purchase items and pay off your mortgage. For ten points each,",
2022 SCOP MS 11,3,13,A,"Name this video game series, whose newest release, New Horizons, came out in March 2020. This game series allows players to create their own home and interact with anthropomorphized villagers.",Animal Crossing (accept Doubutsu no Mori [doh-boo-tsoo noh moh-ree])
2022 SCOP MS 11,3,13,B,"This racoon-like, anthropomorphic loan shark owns and mortgages the player’s home in the Animal Crossing games. This adorable slum-lord is the namesake of a fan-run New Horizons trading website.",Tom Nook (accept Nookazon; accept Tanukichi)
2022 SCOP MS 11,3,13,C,"Because of its multiplayer capability, New Horizons depends heavily on player trading. In 2020, this actor, who played Frodo Baggins in The Lord of the Rings, made waves by politely selling his turnips on another player’s island.",Elijah Wood
2022 SCOP MS 11,3,14,L,"Answer the following about one of the three “Grand Dames” [grahn dahmz] of a nineteenth-century French art movement, Berthe Morisot [bayr-tuh moh-ree-soh], for ten points each.",
2022 SCOP MS 11,3,14,A,"Morisot was part of this French art movement. This movement focused on painting en plein air [ahn plah-nayr] and using broad, sketch-like brush strokes to capture the movement and natural lighting of scenes like Waterlilies and Morisot’s Grain Field.",Impressionism (accept word forms like Impressionist movement)
2022 SCOP MS 11,3,14,B,"This Impressionist gave the movement its name with his painting Impression: Sunrise. He also painted many Waterlilies floating near a green, Japanese-style bridge.",Claude Monet (accept Oscar-Claude Monet or Claude Oscar Monet; do not accept or prompt on “Manet”)
2022 SCOP MS 11,3,14,C,"Morisot captured an outdoor scene of a woman and a little girl standing by the railing of one of these architectural features, looking out over Paris.",balcony (accept Woman and Child On the Balcony)
2022 SCOP MS 11,3,15,L,Give the following about Spanish Florida for ten points each.,
2022 SCOP MS 11,3,15,A,Spanish Florida originally included much more than modern-day Florida; it extended north into this state that borders Florida on the Atlantic coast.,Georgia
2022 SCOP MS 11,3,15,B,"The first European to reach Florida was this Spanish conquistador, who, according to legend, was searching for the Fountain of Youth.",Juan Ponce De Leon´
2022 SCOP MS 11,3,15,C,"The Spanish founded this city in Florida in 1565, making it America’s oldest city.",Saint Augustine
2022 SCOP MS 11,3,16,L,"This ruler was the son of Pepin the Short, and his territory was divided between his three grandsons after the death of his son, Louis the Pious. For ten points each,",
2022 SCOP MS 11,3,16,A,Name this Medieval king who was crowned Holy Roman Emperor in the year 800.,Charlemagne (accept Charles the Great; accept Carolus Magnus; accept Charles I; prompt on “Charles” or “Carolus”)
2022 SCOP MS 11,3,16,B,"Charlemagne began his rule as the king of these European peoples, who had been united by the Edict of Paris.",Franks (accept Frankish people; do not accept or prompt on “France” or “French”)
2022 SCOP MS 11,3,16,C,Charlemagne was crowned Holy Roman Emperor by Pope Leo III [third] on this Christian holiday.,Christmas Day
2022 SCOP MS 11,3,17,L,"This Sanskrit epic contains the Bhagavad Gita, in which a god reminds a prince of his royal duties during the Kurukshetra War. For ten points each,",
2022 SCOP MS 11,3,17,A,Name this ancient Indian classic attributed to Vyasa.,Mahabharata
2022 SCOP MS 11,3,17,B,"The Mahabharata is important to this Indian religion. Gods of this religion, including Indra and Brahma, interact directly with the story.",Hinduism (accept sanatana dharma)
2022 SCOP MS 11,3,17,C,"This Hindu preserver god appears in the Mahabharata as his avatar Krishna, who advises Arjuna in the Bhagavad Gita.",Vishnu
2022 SCOP MS 11,3,18,L,"In a novel by this author, the student Ras-kol-ni-kov murders Lizaveta and Alyona in Saint Petersburg. For ten points each,",
2022 SCOP MS 11,3,18,A,"Name this Russian author who also described the lives of Ivan, Alexei, and Dmitri in The Brothers Karamazov.",Fyodor Dostoevsky (accept Fyodor Mikhailovich Dostoevsky)
2022 SCOP MS 11,3,18,B,"Raskolnikov commits his double murder in this novel by Fyodor Dostoevsky. In this novel, inspector Porfiry Petrovich provokes Raskolnikov to confess.",Crime and Punishment (accept Prestupleniye ´ i nakazaniye ´ )
2022 SCOP MS 11,3,18,C,"After being convicted of the murders, Raskolnikov is sentenced to punishment in this frozen, far-north region of Russia.",Siberia (accept Sib´ır)
2022 SCOP MS 11,3,19,L,"Perfectly elastic collisions and negligible particle volume are two of the assumptions made in the kinetic theory of these substances. For ten points each,",
2022 SCOP MS 11,3,19,A,"Name this state of matter whose molecules are in constant, random motion, but with much greater separation between particles than in a liquid.",gases
2022 SCOP MS 11,3,19,B,"Using kinetic theory, it is possible to derive Fick’s laws of this process, in which gas particles spread out from an area of high concentration to an area of lower concentration.",diffusion (do not accept “effusion”)
2022 SCOP MS 11,3,19,C,"While kinetic theory assumes an ideal gas, this equation models real gases using a and b parameters to correct for intermolecular attraction and particle volume, respectively.",Van der Waals equation
2022 SCOP MS 11,3,20,L,"In 2007, the Supreme Court ruled against Lilly Ledbetter when she sued Goodyear over this type of discrimination. For ten points each,",
2022 SCOP MS 11,3,20,A,Name this type of discrimination that affected Ledbetter’s pay at Goodyear. The pay gap caused by this type of discrimination has held steady over the last decade at roughly eighty-four cents to the dollar.,gender discrimination (accept sex discrimination or sexism; accept “being discriminated against because she is female” and equivalents)
2022 SCOP MS 11,3,20,B,"The Supreme Court ruled that Lilly Ledbetter’s claim was invalid because it had been too long since the discrimination against her had occurred, and thus her claim had violated this type of statute.",statute of limitations
2022 SCOP MS 11,3,20,C,"Ledbetter lost her argument that the one-hundred-eighty day statute of limitation should be triggered by each paycheck in which she was discriminated against. The Supreme Court rejected that argument, but it was adopted into law by the Lilly Ledbetter Fair Pay Act of 2009, which was signed by this Democratic president.",Barack Obama (accept Barack Hussein Obama)
2022 SCOP MS 11,4,1,L,"Give the following about global lightning hotspots, for ten points each.",
2022 SCOP MS 11,4,1,A,"This 102-story building in New York City is hit by lightning about twenty-five times per year and was ranked tallest in its city from 1931 to 1970, and again from 2001 to 2012.",Empire State Building
2022 SCOP MS 11,4,1,B,"In this oil-rich, South American country, the world’s highest concentration of lighting occurs in a nearly continuous lightning storm where the Catatumbo River meets Lake Maracaibo.",Venezuela (accept Bolivarian Republic of Venezuela; accept Republica Bolivariana de ´ Venezuela)
2022 SCOP MS 11,4,1,C,"According to an urban legend, an entire team of eleven footballers was killed in a single flash of lightning in this country’s Kasai province in 1998. This French-speaking African country has its capital at Kinshasa.",Democratic Republic of the Congo (accept DRC; prompt on “Congo;” do not accept or prompt on “Republic of the Congo”)
2022 SCOP MS 11,4,2,L,"According to the VSEPR [vesper] theory of molecular geometry, the compound methane has this shape. For ten points each,",
2022 SCOP MS 11,4,2,A,"Name this shape observed when a central atom is bonded to four other atoms, each of them spaced as far apart as possible.",tetrahedral
2022 SCOP MS 11,4,2,B,"All of the bond angles in a tetrahedral molecule of methane measure this many degrees, rounded to one decimal place.",109.5 degrees
2022 SCOP MS 11,4,2,C,"While beryllium fluoride molecules will arrange themselves tetrahedrally as a liquid, as a gas they have a linear shape and a bond angle of this many degrees.",180 degrees
2022 SCOP MS 11,4,3,L,"The main character of this novel is exiled to the island of Suma after being unfaithful to his wife, Aoi [ah-oh-ee]. For ten points each,",
2022 SCOP MS 11,4,3,A,Name this novel by Murasaki Shikibu [moo-rah-sah-kee shee-kee-boo] set during Japan’s Heian [hey-ahn] period. It is sometimes considered the world’s first novel.,The Tale of Genji (accept Genji Monogatari)
2022 SCOP MS 11,4,3,B,"A chapter of The Tale of Genji, “Vanished into the Clouds” is left entirely blank, implying this event happened to the main character. After this event, the story instead follows Kaoru [kah-oh-roo] and Niou [nee-oh].",Genji’s death (accept word forms or equivalents like Genji dying or passing away)
2022 SCOP MS 11,4,3,C,Genji is the son of a man with this title. Lady Murasaki served in the household of a leader with this title who claimed to be descended from the goddess Amaterasu [ah-mah-tay-rah-soo].,emperor of Japan (accept tenno)
2022 SCOP MS 11,4,4,L,"Answer these questions about female Titans in Greek mythology, for ten points each.",
2022 SCOP MS 11,4,4,A,"Like later Greek gods, the Titans represented elements of the natural world. The Titaness Selene was the embodiment of this natural satellite of Earth, which dominates the night sky.",moon
2022 SCOP MS 11,4,4,B,"This Titaness was the mother of the archer twins Apollo and Artemis. When the queen Niobe mocked this Titaness for only having two children, Apollo and Artemis killed all of Niobe’s children.",Leto
2022 SCOP MS 11,4,4,C,This Titaness was the Greek goddess of witchcraft. She was the handmaiden of Persephone and the goddess of ghosts.,Hecate
2022 SCOP MS 11,4,5,L,"George Washington became the only US president to lead troops in combat while in office when he led the military in putting down this rebellion. For ten points each,",
2022 SCOP MS 11,4,5,A,Name this 1790s insurrection in western Pennsylvania inspired by an unpopular tax.,Whiskey Rebellion
