Source,Round,Number,Question,Answer
2022 SCOP Novice 12,10,18,"At the end of this story, a promise is made that the door-slamming Charwoman will be sacked. A dream to attend the conservatory and study the violin is ruined in this story, as Grete must instead work to replace the main character’s income. After suffering a wound from a thrown apple, the main character of this story can no longer crawl on the ceiling. For ten points, name this short story by Franz Kafka in which Gregor Samsa is transformed into a vermin.",The Metamorphosis (accept Die Verwandlung)
2022 SCOP Novice 12,10,19,"Every spring, hundreds of species of these organisms coordinate annual “mass spawnings” off Okinawa. Rising global temperatures threaten these animals and cause them to “bleach” dinoflagellates that live with them in symbiosis. Parrotfish forage off these animals, whose individual polyps are held together by calcium carbonate in the most diverse marine ecosystems on the planet. For ten points, name these cnidarians that construct reefs.",corals (accept coral reefs)
2022 SCOP Novice 12,10,20,"A long-debated proposal would build, near this state’s Frenchman Flat, a proposed nuclear waste facility under Yucca Mountain. The Truckee River flows through this state’s self-proclaimed “Biggest Little City in the World” on its way out of Lake Tahoe, which this state shares with its western neighbor. The Hoover Dam lies on the Colorado River between Arizona and, for ten points, what state whose economy is fueled by gambling in Reno and Las Vegas?",Nevada
2022 SCOP Novice 12,11,1,"This ruler created a parliament called the Zemsky Sobor in 1549. Three people claimed to be this ruler’s dead youngest son, Dmitri, during the Time of Troubles. Peasants were terrorized and the city of (*) Novgorod was sacked by the Oprichniki, this ruler’s secret police. This man the epithet “Grozny” from acts like beating his own son to death. For ten points, name this first Tsar of All Russia, known as “the Terrible.”","Ivan the Terrible (accept Ivan IV Vasilyevich; accept Ivan the Fearsome, Ivan the Awesome, or anything similar; accept Ivan Grozny)"
2022 SCOP Novice 12,11,2,"A Daniell [dan’ll] cell was a historical example of these devices, many of which still function using a combination of sulfuric acid and lead sulfate. Demand for these devices for decarbonized power grids has driven up the cost of copper, cobalt, and (*) lithium. These devices, which are essentially galvanic cells, “discharge” by allowing ions to flow through an external circuit. For ten points, name these devices that store electrical energy in convenient 9-volt containers.",batteries (accept battery; accept galvanic cell or voltaic cell until “galvanic cells” is read)
2022 SCOP Novice 12,11,3,"This religious figure tricks both Abimelech and an unnamed pharaoh into believing that his wife is his sister, and tries to defend the cities of Sodom and Gomorrah against God’s wrath to protect his nephew, (*) Lot. This biblical man begins the tradition of male circumcision as part of a covenant with God in which he and his wife receive new names. For ten points, name this biblical patriarch, the husband of Sarah, who became the father of Isaac late in his life.",Abraham (accept Abram; accept Ibrahim)
2022 SCOP Novice 12,11,4,"An argument in this play peaks with the cry “DAMN ALL THE EGGS THAT EVER WAS!” In this play, Willy runs off with Walter’s money, ending his dream of owning a liquor store, and Lena keeps the rest of a life insurance pay-out to make a (*) down payment on a house in Clybourne Park. A Langston Hughes poem about a dream deferred provides the title of, for ten points, what play by Lorraine Hansberry about the Younger family’s move to a white neighborhood?",A Raisin in the Sun
2022 SCOP Novice 12,11,5,"The infinite Wallis product equals half of this value, and Euler [oiler] proved that the Basel problem’s solution was this value squared over six. The Tau Manifesto recommends replacing this value in most formulas with twice its value. Mario Lazzarini infamously cheated the (*) Buffon’s needle experiment to “approximate” this value as 355 over 113. The area of a circle divided by the square of its radius equals, for ten points, what irrational number that is approximately equal to 3.14?",pi
2022 SCOP Novice 12,11,6,"This country controls the mouth of the Douro River, which flows well south of the town of Braganza. A tsunami flowed up this country’s Tagus River during a deadly 1755 (*) earthquake. The fortified wines “port” and “Madeira” are named for a city and an autonomous region of this country, which also controls the Azores in the north Atlantic. For ten points, name this country that controls the southwest tip of the Iberian peninsula and has its capital at Lisbon.",Portugal (accept Portuguese Republic)
2022 SCOP Novice 12,11,7,"This character’s daughter is sentenced to being entombed alive in a cave because she scattered earth over the corpse of her brother, Polynices [poly-NIGH-sees]. Tiresias [ti-REE-see-us] reluctantly advises this ruler that he is the uncaptured murderer of the previous king of (*) Thebes. The riddle of the Sphinx was solved by this man, whose response to the death of Jocasta is to blind himself. A trilogy by Sophocles is about, for ten points, what ancient Greek figure who killed his father and married his mother?",Oedipus (accept Oedipus Rex)
2022 SCOP Novice 12,11,8,"In this country, Jeannette Thurber invited a Bohemian composer to direct the National Conservatory, where he worked with Harry Burleigh. The pentatonic music of some of this country’s folk traditions inspired an 1893 symphony whose Largo movement was adapted into (*) “Goin’ Home,” a spiritual. For ten points, name this country where visiting Czech composer Antonin Dvorak [d’VOR-zhock] learned Black spiritual music and wrote the From the New World symphony.",US (accept USA; accept either underlined portion of United States of America)
2022 SCOP Novice 12,11,9,"This figure, who was known as “Detroit Red” in his youth, controversially used the phrase “chickens coming home to roost” to describe the death of John F. Kennedy. This man collaborated with (*) Elijah Muhammad until he broke with the Nation of Islam, whose members assassinated him in 1965. Martin Luther King’s nonviolence was criticized by, for ten points, what Black activist who replaced his last name with a single letter?",Malcolm X (accept Malcolm Little; accept El-Hajj Malik el-Shabazz)
2022 SCOP Novice 12,11,10,"Benjamin Constant challenged this philosopher by suggesting it is actually OK to lie to a murderer about the location of their target. This thinker sought to improve on the Golden Rule in his (*) Groundwork of the Metaphysics of Morals. The categorial imperative to act only if your behavior should be a universal law was described by, for ten points, what German Enlightenment philosopher who wrote the massive Critique of Pure Reason?",Immanuel Kant
2022 SCOP Novice 12,11,11,"The flatness problem challenged this theory. Although the Belgian priest George Lemaitre [le-MET] first proposed this theory, it was not a mainstream idea until Fred Hoyle’s steady-state model was disproven. The (*) cosmic microwave background is strong evidence in favor of this theory, which predicts that cosmic inflation must have occurred 13.8 billion years ago. For ten points, name this theory which proposes the universe rapidly expanded from a small hot center.",Big Bang theory (prompt on descriptions like “the beginning of the Universe”)
2022 SCOP Novice 12,11,12,"In August 2022, a post on r/DynastyFF [“r slash dynasty f f”] speculated that this follower of Alex Guerrero was taping FOX’s The Masked Singer during his indefinite, unexplained absence. In October 2022, this man and (*) Gisele Bundchen each hired divorce lawyers, possibly because this man only lasted forty days ¨ in retirement. Tight end Rob Gronkowski had an on-and-off working relationship with, for ten points, what Tampa Bay Buccaneers quarterback who has won a record seven Super Bowls?","Tom Brady (accept Thomas Edward Patrick Brady, Junior)"
2022 SCOP Novice 12,11,13,"In this desert, a 2012 war for the independence of Azawad was fought between Amadou Toumani Toure’s ´ [too-RAY’s] army and groups of the nomadic Tuareg people, who have managed (*) trade routes through this desert for centuries. The Polisario Front contests a territory named for this desert in the Maghreb, west of Mauritania. Boko Haram, which is based in Nigeria, has occasionally attacked north into the Sahel and, for ten points, what largest desert in Africa?",Sahara Desert (prompt on descriptions of northern Africa)
2022 SCOP Novice 12,11,14,"Diabetics are particularly susceptible to a disease in which this body part’s drainage angle remains open, leading to a buildup of aqueous humor. Conjunctivitis inflames part of this organ, which is also affected by (*) astigmatisms. Other parts of this organ are affected by macular degeneration and cataracts in the lenses. For ten points, name this sensory organ in which glaucoma is a leading cause of blindness.",eye (accept lens; accept cornea; accept retina)
2022 SCOP Novice 12,11,15,"In a short story by this author, former party-boy Charlie Wales tries to regain custody of his daughter, Honoria. Percy Washington shows John Unger the source of his family fortune in another work by this author of the short stories (*) “Babylon Revisited” and “The Diamond as Big as the Ritz.” For ten points, name this author who also contrasted the rich and poor of the Jazz Age in novels like The Beautiful and the Damned and The Great Gatsby.",F. Scott Fitzgerald (accept Francis Scott Key Fitzgerald)
2022 SCOP Novice 12,11,16,"The top-left corner of Las Meninas is the only time that Diego Velazquez painted this type of work. The Broken Column, which features a metal supportive corset and nails to represent a spinal surgery, is one of numerous paintings in this style by (*) Frida Kahlo. Norman Rockwell painted a “triple” one of these works in which the pipe-smoking subject is sitting at an easel, looking into a mirror. For ten points, name this kind of artwork that depicts its own artist.",self-portrait (prompt on “portrait”)
2022 SCOP Novice 12,11,17,"Reflections off the armor worn by these figures is said to create the aurora borealis. One of these figures from the Volsunga Saga teaches Sigurd how to use magical runes, is burned on Sigurd’s funeral pyre, and ¨ is named (*) Brynhild. Because their name translates to “chooser of those who have been killed,” Freyja is often associated with these shieldmaidens. The mead in Valhalla is served by, for ten points, what female guides of the dead in Norse myth?",valkyries
2022 SCOP Novice 12,11,18,"At this battle, John Pitcairn died in the arms of his son while assaulting American trenches. Despite being a Major General, Joseph (*) Warren fought alongside American privates and died at this battle, after which his body was mutilated. Israel Putnam may or may not have said “don’t fire until you see the whites of their eyes” at, for ten points, what 1775 Revolutionary War battle in Boston that was, actually, mostly fought on Breed’s Hill?",Battle of Bunker Hill (prompt on “Siege of Boston” before “Boston” is read)
2022 SCOP Novice 12,11,19,"Synchrotrons are sources of this type of electromagnetic radiation. Because this type of radiation has wavelength of about an angstrom, it diffracts around atomic nuclei. The first (*) Nobel Prize in Physics was awarded for the discovery of this type of radiation by Wilhelm Roentgen. Radiation in this part of the spectrum has a higher frequency than UV and lower than gamma rays. For ten points, name this type of radiation used mainly in medical imaging.",X-ray radiation
2022 SCOP Novice 12,11,20,"In this book, a character who looks forward to learning the other 22 letters of the alphabet is taken away by Alfred Simmonds from Willingdon. Mr Frederick and his men blow up a windmill in this work, in which a (*) commandment reads “some [...] are more equal than others.” Boxer is sold to a glue factory and Napoleon and Snowball are four-legged rivals in, for ten points, what novella by George Orwell in which the pigs create a Soviet-style dictatorship?",Animal Farm
2022 SHOW-ME,1,1,"Lehmer’s algorithm speeds up the calculation of this function by considering leading digits only. Bézout’s [beh-zoo’s] identity states that this function’s output can be expressed as a linear combination of its inputs. This function can be calculated using repeated subtraction via the Euclidean algorithm. For coprime inputs, this function returns one. For two numbers, the value of this function is their product divided by their (*) LCM. Reducing a fraction involves dividing by this function of the numerator and the denominator. For 10 points, name this function that, for a group of numbers, gives the largest positive integer that evenly divides all of them.",greatest common divisor [or GCD; accept highest in place of “greatest”; accept factor in place of “divisor”; accept HCF or GCF or HCD]
2022 SHOW-ME,1,2,"A dead soldier from this country is dragged by an armored vehicle in a photo by Kyoichi Sawada. The Art Workers’ Coalition captioned a photograph of a massacre in this country “Q. And Babies? A. And Babies.” Eddie Adams captured the moment a handcuffed man was executed in the street in this country. A gas can sits next to a man on (*) fire in a Malcolm Browne photo from this country, which is where Robert Capa died from a landmine. Children in this country flee a bombing in Nick Ut’s “The Terror of War.” For 10 points, name this country where a helicopter was photographed above an apartment building evacuating Americans from Saigon.",Vietnam [or Socialist Republic of Vietnam; or SRV; or Viet Nam; or Cong Hoa Xa Hoi Chu Nghia Viet Nam; accept South Vietnam; accept North Vietnam]
2022 SHOW-ME,1,3,"The Knights Templar made profits from weighing this good from Flemish cities during Champagne Fairs. Owlin was the crime of smuggling this good. The Medicis built their banking empire from profits of trade in this good by the Arte Della Lana guild. An export tax called the Great Custom was placed on this good that makes up the (*) seat for the Lord Speaker. Afonso X created the Mesta to compensate for decreased export of this good from England, possibly due to scrapies. Cottage industries emerged across Britain to make products from this good like tweed sweaters and kilts. For 10 points, name this good sheared from sheep.",wool [accept the Woolstack; prompt on cloth or textiles or clothing with “What is it made from?”]
2022 SHOW-ME,1,4,"The finale of a symphony in the minor key based on this note plays every tone in the chromatic scale except for this key. A symphony in the major key based on this note ends with a “reverse recapitulation” and is based on an Italian overture. The title “surprise” of Haydn's Surprise Symphony is in the major key based on this note. (*) E minor is the relative minor of this note’s major key. Mozart wrote “Little” and “Great” symphonies in the minor key based on this note, which has two flats and whose relative major is B-flat major. This note is a perfect fifth above C. For 10 points, give this note whose major scale has one sharp.",G [accept G major or G minor; accept Little G Minor Symphony; or Great G Minor Symphony]
2022 SHOW-ME,1,5,"In one play from this country, a Sarah Vaughn song is played to cheer up the target of a racist joke. In another play by that author from this country, a visit from the pen pal Ethel leads half-brothers Morris and Zechariah to take each other's places. A play from this country is set in a Port Elizabeth Tea Room, where two men discuss the boxer Max Schmeling and practice ballroom dancing. The play (*) Blood Knot is from this country, the setting of a play in which Sam and Willie are verbally abused by Hally, Master Harold… and the Boys. For 10 points, name this home of Athol Fugard, who often wrote plays in opposition to apartheid.",South Africa [or the Republic of South Africa or RSA]
2022 SHOW-ME,1,6,"An actress born at one of these locations plays Naru in a 2022 film. The largest uranium spill in history released 94 million gallons of radioactive fluid that contaminated one of these places’ water supply. The largest casino in the world, the WinStar, is located in another one of these places. One of these places with a capital at Window Rock is the only place to observe Daylight Saving Time in (*) Arizona. Due to its course, protests against the Keystone XL pipeline have occurred around these places, including one called “Standing Rock.” These places occupy about half of Oklahoma. For 10 points, the Navajo Nation is the largest of what places with high Native American populations?",Native American reservations [or rez; accept Indian reservations]
2022 SHOW-ME,1,7,"Many sections in this text begin with “mysterious letters” such as A.L.M. The Mu’tazila School argues against the “uncreatedness” of this text. The last chapter of this text begins with “I seek refuge in the Lord of Humankind” and is preceded by its daybreak chapter, which is often read for the sick. A commonly memorized section of this text begins by calling God “Beneficent” and “The Merciful” and is known as the (*) Throne Verse. This text can be recited according to the rules of tajweed by a hafiz. Hadiths in this text document the sunnah across its 114 chapters, which are known as surahs. For 10 points, name this holy book of Islam.",Quran [or Qu’ran; or Koran]
2022 SHOW-ME,1,8,"This book’s protagonist is frustrated at not knowing the characters’ fates after reading Robinson Crusoe. This book’s protagonist recalls how his abusive mother sent him to a quack doctor as he elopes with teacher Alice Kinnian. After this book’s protagonist is fired from his bakery job, he finds that doctors Strauss and Nemur made a mistake in their experiment. In this book’s final (*) “progress report,” the protagonist requests that the grave of the title mouse be adorned. For 10 points, in what short-story-turned-novel by Daniel Keyes is the intellectually disabled Charlie Gordon given a surgery that makes him a genius?",Flowers for Algernon [AL-jur-non]
2022 SHOW-ME,1,9,"A woman from this state founded the women’s newspaper The Lily and developed her namesake “bloomer” suits. The M’Clintock family helped organize an event at this state’s Wesleyan Church which hotly debated an “elective franchise.” Ward Hunt ordered a jury to find a woman from this state guilty of registering to vote in the 1872 election. Frederick (*) Douglass supported a voting resolution at an 1848 event in this state organized by Lucretia Mott and Elizabeth Cady Stanton that produced the Declaration of Sentiments. The Seneca Falls Convention took place in, for 10 points, what state where Susan B. Anthony was arrested in Rochester?",New York [or NY]
2022 SHOW-ME,1,10,"This condition may be indicated by a bluish discoloration known as Chadwick’s sign. A tightening sensation named for John Braxton Hicks occurs in some people with this condition. Many tests for this condition look for high levels of the hormone hCG [H-C-G]. People with this condition are advised to take folic acid supplements to reduce the chance of (*) spina bifida [SPY-nuh BIH-fih-duh] and anencephaly [AN-in-SEF-uh-lee]. This condition’s ectopic [ek-TOP-ik] form, which can be deadly if untreated, may result from implantation in the Fallopian tube. An obstetric ultrasound is used to detect, for 10 points, what condition of having developing offspring in the uterus?",pregnancy [accept gestation; accept answers indicating a person is pregnant]
2022 SHOW-ME,1,11,"The “substantial disruption” test from an earlier case involving these locations was used to determine if a banner reading “BONG HiTS 4 JESUS” could be displayed near them. New Jersey v. T.L.O. concerned Fourth Amendment rights for people at these locations. The case Tinker v. Des Moines questioned whether black (*) armbands could be worn as political protest in these locations. West Virginia v. Barnette concluded that in public examples of these locations, it was optional to recite the Pledge of Allegiance. For 10 points, name these locations integrated after the “separate but equal” doctrine was overturned in Brown v. Board of Education.","public schools [accept high-, middle-, or elementary schools; accept other synonyms like junior high schools; reject “universities” or “colleges”]"
2022 SHOW-ME,1,12,"In a story by this author, “Nothingheads” who don’t take “ethical birth control” include Billy the Poet, who rapes a Suicide Parlor hostess. In another story in this author’s collection Welcome to the Monkey House, ballerinas must wear weights and masks due to equality amendments. This author’s novel (*) God Bless You, Mr. Rosewater features his alter-ego, Kilgore Trout. This author’s character George witnesses the Handicapper General shoot their son Harrison Bergeron. The phrase “so it goes” is uttered upon death by Tralfamadorians, who kidnap Billy Pilgrim in a novel by this author. For 10 points, name this author of Slaughterhouse-Five.",Kurt Vonnegut (Jr.)
2022 SHOW-ME,1,13,"This country acquired a border with Denmark in June 2022 to resolve the Whisky War. In 2021, this country released a Chinese national nicknamed the “Princess of Huawei [WAH-way].” Pope Francis visited this country in July 2022 to apologize after mass graves were found at some of its indigenous (*) residential schools. This country’s New Democratic Party leader Jagmeet Singh discussed a “pattern of behavior” when a yearbook photo emerged of this country’s PM in blackface. This country’s capital was the site of “Freedom Convoy” protests by truckers over vaccine mandates. For 10 points, name this Commonwealth country led by Justin Trudeau.",Canada
2022 SHOW-ME,1,14,"Jean Jouvenet's paintings were copied into this medium at the Gobelins [go-buh-LAW] Manufactory. 90 scenes of the Apocalypse appear in a 14th-century artwork in this medium held at Angers [on-ZHER] Cathedral. Millefleur [mee-FLUR] artworks in this medium include a series that ends with a golden fence surrounding a unicorn. Halley’s Comet appears in an artwork in this medium which depicts an arrow entering a king’s eye at the (*) Battle of Hastings. Colored weft threads are weaved through plan warp threads on a loom to create these artworks, which include one named for Bayeux [by-YOO]. For 10 points, name these fabric artworks which, unlike carpets, hang on the walls of castles.",tapestries [accept the Bayeux Tapestry; prompt on weavings; prompt on carpets before mention]
2022 SHOW-ME,1,15,"“Herkimer diamonds” are actually crystals of this mineral that have double termination points. This mineral has the lowest potential for weathering in the Goldich dissolution series. Microscopic crystals of this mineral comprise agate [ah-get], chert, and flint. This mineral can form “ametrine” [AM-ih-treen] crystals that have orange and purple sections, displaying two of its variants, (*) citrine and amethyst. Generally, sandstones are made of either feldspar or this mineral. A Mohs hardness of seven is defined by this most abundant mineral in Earth’s crust. For 10 points, name this mineral with the formula SiO2 [S-I, oh two].",quartz
2022 SHOW-ME,1,16,"In Slavic myth, the dragon Veles lives in one of these objects and is chased around the world by Perun. The enchanted land of Brocéliande [bro-see-lee-ANDE] is home to one of these non-fountain objects in which the Lady of the Lake trapped Merlin. Sigurd draws the sword Gram from one of these objects called Barnstokkr. To survive the Fimbulwinter preceding Ragnarok, Lif and Lifthrasir hide in one of these objects that is home to (*) Ratatoskr and Nidhogg. Odin hanged from one of these objects for nine days to gain knowledge of runes. For 10 points, the worlds of Norse mythology are connected by Yggdrasil [igg-drah-SIL], the “world” example of what kind of plant?","trees [accept specific types of trees, such as world trees or oak trees; accept Yggdrasil before “Yggdrasil”]"
2022 SHOW-ME,1,17,"The Palace of the Golden Gate was at the center of this city’s original “Round” design. This city’s Nahrawan Canal was destroyed by Turkish ghulams revolting with the Buyid dynasty. The Barmakid family financed the Translation Movement of Greek Texts in this city at an institution rumored to serve as a (*) library for Al-Mansur. The last ruler of a dynasty based in this city was wrapped in a carpet and trampled by the horses of Hulegu Khan. Harun al-Rashid established the House of Wisdom in this city. For 10 points, name this capital of the Abbasid Caliphate during the Islamic Golden Age that now serves as the capital of Iraq.",Baghdad
2022 SHOW-ME,1,18,"In this novel, the ghost of Communist revolutionary Joseph D’Costa inspires one character to confess to a crime. In this novel, Wee Willie Winkie plays the accordion for William Methwold. One character in this novel falls in love with a landowner's daughter after examining her through a perforated sheet. (*) Mary Pereira switches the protagonist of this novel with Shiva-of-the Knees at birth. The protagonist of this novel falls in love with Parvati-the-Witch and gains telepathic powers from his large, constantly runny nose. For 10 points, Saleem Sinai is born at the exact moment India gains independence in what novel by Salman Rushdie?",Midnight’s Children
2022 SHOW-ME,1,19,"This quantity decreases in photoconductors when high-energy photons strike their surface. In a diode, the forward-biased version of this quantity is significantly less than its reverse-biased version. Devices that passively increase this quantity indicate their strength with colored bands. In a parallel circuit, this non-inductance quantity can be calculated by adding the (*) reciprocals of the individual values and then taking a second reciprocal. The power in a circuit is given by this quantity times current squared, while voltage equals the product of this quantity and current. For 10 points, name this quantity measured in ohms.",electrical resistance [reject (electrical) “resistivity”]
2022 SHOW-ME,1,20,"A painting of this philosopher grimacing while tasting vinegar represents his negative views on the goodness of life. According to this thinker, an ethical ruler should radiate moral goodness in a way similar to the north star. A work by this non-Aristotle philosopher may contain the first occurrence of the golden rule. This thinker’s Four Books includes a work by the (*) “second sage” that succeeded this philosopher, Mencius. This philosopher’s belief that children should respect their elders is known as filial piety [PIE-uh-dee]. For 10 points, the Analects is a compilation of the sayings of what ancient Chinese philosopher?",Confucius [or Kongzi or Kong Fuzi or Kong Qiu or Master Kong or Zhongni]
2022 SHOW-ME,2,1,"After woodwinds, this instrument picks up the fugato “The Cuckoo Sat on the Fence” in a concerto based on folk tales. This instrument represents the title character of a work based on its composer’s scrapped Rob Roy Overture that ends with an “orgy of bandits.” Works like Der Schwanendreher [der sch-VAHN-en-dare-ur] were composed for this instrument by Paul (*) Hindemith. This instrument is principal in Hector Berlioz’s Harold in Italy. This is the smaller of two instruments whose lowest string is tuned to C with its other string tuned to G, D, and A. Players of this string instrument read music in alto clef. For 10 points, name this string instrument pitched between a violin and a cello.",viola
2022 SHOW-ME,2,2,"A compound with this many carbons names the ability for fuel to withstand compression in an engine. There are this number of hydrogen atoms in a cyclobutane [sye-kloh-BYOO-tayn] molecule. An alkane [AL-kayn] with this many carbon atoms represents a fuel’s resistance to knocking with its namesake “rating.” The standard allotrope of sulfur consists of (*) rings containing this number of atoms. A beryllium isotope with this mass number is formed by combining two alpha particles. This integer value is the atomic number of oxygen. For 10 points, give this number of valence electrons in a noble gas atom, which has a full octet.",eight [prompt on octane rating or full octet]
2022 SHOW-ME,2,3,"After surviving a serious wound, this man was said to be blessed with “baraka” and promoted by his king. The terrorist group ETA emerged when this leader reduced autonomy in “traitor regions.” Economists associated with Opus Dei focused on autarky under this leader, who rose through the military during the (*) Rif War and took political control when a plane crash killed Jose Sanjurjo. Juan Carlos I dismantled this leader’s government, which was filled with members of his Falange Party. The German Condor Legion supported this leader of the Nationalists in a 1937 civil war against Republicans. For 10 points, name this fascist dictator of Spain.",Francisco Franco (Bahamonde)
2022 SHOW-ME,2,4,"In a story from this country, a grasshopper is offered to children playing with colorful lanterns. A character from this country realizes that a beautiful drum player is 14 when she emerges naked from a bathhouse in a “Palm-of-the-Hand” story. The sinner Kandata tries to escape Hell’s Pool of Blood in “The Spider’s Thread,” a story from this country. A servant steals the clothes of a woman who makes money by (*) stealing corpses’ hair in this country. A criminal, priest, and woodcutter give differing accounts of a murder in, for 10 points, what country, the setting of “In a Grove” and “Rashomon” by Ryūnosuke [ryoo-NOHS-kay] Akutagawa?",Japan [or Nihon-koku or Nippon-koku]
2022 SHOW-ME,2,5,"An artist from this city painted a self-portrait with a Chinese Lantern Plant and a Portrait of Wally; that artist was mentored in this city by the painter of the rejected murals Philosophy, Medicine and Jurisprudence. The magazine Ver Sacrum was published in this home city of Egon Schiele [SHEE-luh]. An artist from this city used his signature material in a portrait of (*) Adele Bloch-Bauer, and showed a blanket with black and white squares covering a man as he performs the title action in a painting that uses abundant gold leaf, titled The Kiss. For 10 points, name this city, the home of Gustav Klimt and an eponymous Secession of Austrian artists.",Vienna [accept Vienna Secession]
2022 SHOW-ME,2,6,"One work by this poet describes “potent oblivion dwell[ing]” on his lover’s lips. Another work by this poet describes his lover “like the stab of a knife, enter[ing] my plainitive heart.” In one work by this poet of “Lethe” [LEE-thee] and “The Vampire,” the narrator asks the “wisest and fairest of the Angels” to “take pity on my long misery!” This poet of “The (*) Litanies of Satan” calls Ennui [on-WEE] the filthiest of all vices in one work. That work by this poet opens by describing “folly, error, sin, [and] avarice” before calling the title figure a “hypocrite” in his “To the Reader.” For 10 points, name this French poet of the collection Les Fleurs du Mal.",Charles Baudelaire [bohd-LAIR]
2022 SHOW-ME,2,7,"A chair depicting one of these creatures commemorates a visit to Zennor in Cornwall by a ceasg [keask]. Alexander the Great’s sister Thessalonike transformed into one of these creatures. A monkey’s head was attached to the mummified body of a child to create one of these creatures in a P. T. Barnum hoax. One of these creatures refuses to kill a Danish prince with a dagger from the Sea Witch in a fairy tale by (*) Hans Christian Andersen. Christopher Columbus likely saw a manatee and not one of these creatures, myths of which were inspired by the Sirens. For 10 points, name these creatures with the torso of a human and a fishtail.",merfolk [or merpeople; accept mermaids; accept mermen; prompt on water spirits; prompt on nixies]
2022 SHOW-ME,2,8,"People of this ethnicity recorded riddles in the Zuyua language in the Book of Chilam Balam. The activist Rigoberta Menchú supports people of this ethnicity through the Winaq party. Women like Lady Six Sky could hold the title of Ajaw amongst people of this ethnicity, who constructed a city that contains the El Caracol observatory and a temple whose shadow resembles a (*) serpent at equinoxes. Pakal the Great ruled a city-state of people of this ethnicity, whose society collapsed around 900 CE possibly because of droughts affecting cenotes [sih-NOH-tees]. Tikal and Chichen Itza were cities built by, for 10 points, what people located in the Yucatan Peninsula?",Mayan [accept K’iche Maya; accept Yucatec Maya; prompt on Guatemalans]
2022 SHOW-ME,2,9,"These animals were operant-conditioned to have “superstitious” behaviors in an experiment by B. F. Skinner, who had earlier led a U.S. Navy-sponsored project to use these animals to guide missiles. One of these animals named President Wilson survived with a chest wound and a missing leg after being shot at in World War I. Though they’re not chickens, these were the first (*) birds to be domesticated by humans. The magnetoreception of these birds allows “homing” breeds of them to navigate back from long distances. For 10 points, name these mail-carrying birds, today often called “rats with wings” due to their presence in cities.",pigeons [or Columba livia domestica; accept carrier pigeons or homing pigeons or Project Pigeon; prompt on birds or Aves before mention]
2022 SHOW-ME,2,10,"Albert Einstein deduced that experiencing a constant value of this quantity is locally indistinguishable from being in an inertial reference frame. The centripetal [sen-TRIH-pih-tul] form of this quantity equals radius times the square of angular frequency, or alternatively the square of tangential velocity over radius. This quantity’s second time derivative is called (*) snap, while its first time derivative is called jerk. This quantity’s SI unit is the meter per second squared. Force equals the product of mass and this quantity by Newton’s second law. For 10 points, what quantity is the rate of change of an object’s velocity?",acceleration [accept gravitational acceleration or centripetal acceleration]
2022 SHOW-ME,2,11,"Because of her many names, the main character of this novel is nicknamed “Alphabet” as a child. One character in this novel exclaims “so this is a marriage!” after watching a bee pollinate a blossom. In the frame story of this novel, Pheoby Watson listens to the townspeople gossip about the main character. That character compares her (*) blossoming sexuality to a pear tree in this novel. After failed marriages with Logan Killicks and Jody Sparks, the main character of this novel runs away from Eatonville with Tea Cake. For 10 points, name this novel about Janie Crawford by Zora Neale Hurston.",Their Eyes Were Watching God
2022 SHOW-ME,2,12,"This object is cleaned with perfume on the first day of Sha’baan. After proclaiming the arrival of the Mahdi, the Qarmatian sect stole this object. A “water spout of mercy” removes rainwater from this object, which currently sits next to a maqam covering its creator’s footprint. An enormous cloth called the kiswah covers this object and is changed on the Day of Arafah. Visitors (*) walk counterclockwise around this object seven times during tawaf. The mihrab in a qibla wall in mosques points towards this object, which Muslims face during prayers. For 10 points, name this black stone building in Mecca that is the holiest site in Islam.",Kaaba [or the Ka’bah al-Musharrafah]
2022 SHOW-ME,2,13,"The “gargouillades” [gar-goo-YAHD] featured in a solo in this ballet are sometimes replaced with the pas de chat [pah de schaht]. Men perform a fast-paced tarantella in the “trepak” dance in this ballet. A scene of children emerging from under their mother’s dress to dance appears in this ballet whose stage performance was standardized in 1954 by George (*) Balanchine. Dances by Chinese tea, Spanish chocolate, and other desserts appear near the end of this ballet in which the main character throws her slipper at the Rat King. The “Dance of the Sugar Plum Fairy” is an excerpt from, for 10 points, what ballet in which Clara falls in love with the title toy, by Tchaikovsky?",The Nutcracker [or Shchelkunchik]
2022 SHOW-ME,2,14,"In this region, weapons such as the Armalite may have been smuggled using money from NORAID. The escalation of the dirty protests led to a hunger striker in this region’s Maze prison winning an election before dying the next month. Militants from this region bombed buildings such as the Baltic Exchange, the Old Bailey, and the Grand (*) Brighton Hotel. 26 people were shot in this region’s city of Derry on Bloody Sunday. In this region, the Troubles were ended by the Good Friday Agreement. For 10 points, name this region of the U.K. with its capital at Belfast.",Northern Ireland [prompt on U.K. or United Kingdom before “U.K.” with “What constituent country?”; reject “(Great) Britain”; prompt on “Ireland”]
2022 SHOW-ME,2,15,"In archaea [ar-KEE-uh], this structure may consist of methano•chon•droitin or pseudo•murein. Formation of this structure is inhibited by cephalo•sporins and penicillins. In plants, plasmodesmata offer a path through this structure, which is held together by pectins. Whether this structure can hold onto a crystal violet stain is used to classify (*) bacteria as Gram-positive or Gram-negative. In bacteria, this structure lies below the starch capsule and consists of peptido•glycan, while in fungi, this structure is instead made of chitin [KAI-tin]. For 10 points, name this rigid outer layer of a cell, which in plants consists of cellulose.",cell wall
